symbol,yahoo_ticker,company_name,series,isin,listing_date,face_value,industry,in_nifty50,in_niftynext50,in_nifty100,in_nifty200,in_nifty500,in_niftymidcap150,in_niftysmallcap250
LPDC,LPDC.NS,Landmark Property Development Company Limited,EQ,INE197J01017,2008-08-12,1.0,,false,false,false,false,false,false,false
LT,LT.NS,Larsen & Toubro Limited,EQ,INE018A01030,2004-06-23,2.0,Construction,true,false,true,true,true,false,false
LTF,LTF.NS,L&T Finance Limited,EQ,INE498L01015,2011-08-12,10.0,Financial Services,false,false,false,true,true,true,false
LTFOODS,LTFOODS.NS,LT Foods Limited,EQ,INE818H01020,2006-12-18,1.0,Fast Moving Consumer Goods,false,false,false,false,true,false,true
LTM,LTM.NS,LTM Limited,EQ,INE214T01019,2016-07-21,1.0,Information Technology,false,true,true,true,true,false,false
LTTS,LTTS.NS,L&T Technology Services Limited,EQ,INE010V01017,2016-09-23,2.0,Information Technology,false,false,false,false,true,true,false
LUMAXIND,LUMAXIND.NS,Lumax Industries Limited,EQ,INE162B01018,1995-09-06,10.0,,false,false,false,false,false,false,false
LUMAXTECH,LUMAXTECH.NS,Lumax Auto Technologies Limited,EQ,INE872H01027,2007-01-16,2.0,,false,false,false,false,false,false,false
LUPIN,LUPIN.NS,Lupin Limited,EQ,INE326A01037,2001-09-10,2.0,Healthcare,false,false,false,true,true,true,false
LUXIND,LUXIND.NS,Lux Industries Limited,EQ,INE150G01020,2015-11-30,2.0,,false,false,false,false,false,false,false
LXCHEM,LXCHEM.NS,Laxmi Organic Industries Limited,EQ,INE576O01020,2021-03-25,2.0,,false,false,false,false,false,false,false
LYKALABS,LYKALABS.NS,Lyka Labs Limited,BE,INE933A01014,1995-02-08,10.0,,false,false,false,false,false,false,false
M&M,M&M.NS,Mahindra & Mahindra Limited,EQ,INE101A01026,1996-01-03,5.0,Automobile and Auto Components,true,false,true,true,true,false,false
M&MFIN,M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,EQ,INE774D01024,2006-03-17,2.0,Financial Services,false,false,false,true,true,true,false
MAANALU,MAANALU.NS,Maan Aluminium Limited,EQ,INE215I01027,2007-10-22,5.0,,false,false,false,false,false,false,false
MACPOWER,MACPOWER.NS,Macpower CNC Machines Limited,EQ,INE155Z01011,2020-08-19,10.0,,false,false,false,false,false,false,false
MADHAV,MADHAV.NS,Madhav Marbles and Granites Limited,EQ,INE925C01016,2007-12-20,10.0,,false,false,false,false,false,false,false
MADHAVIPL,MADHAVIPL.NS,Madhav Infra Projects Limited,EQ,INE631R01026,2026-04-20,1.0,,false,false,false,false,false,false,false
MADHUCON,MADHUCON.NS,Madhucon Projects Limited,BE,INE378D01032,2006-10-05,1.0,,false,false,false,false,false,false,false
MADRASFERT,MADRASFERT.NS,Madras Fertilizers Limited,EQ,INE414A01015,1997-07-25,10.0,,false,false,false,false,false,false,false
MAFATIND,MAFATIND.NS,Mafatlal Industries Limited,EQ,INE270B01035,2026-04-20,2.0,,false,false,false,false,false,false,false
MAGADSUGAR,MAGADSUGAR.NS,Magadh Sugar & Energy Limited,EQ,INE347W01011,2017-07-28,10.0,,false,false,false,false,false,false,false
MAGNUM,MAGNUM.NS,Magnum Ventures Limited,EQ,INE387I01016,2007-09-20,10.0,,false,false,false,false,false,false,false
MAHABANK,MAHABANK.NS,Bank of Maharashtra,EQ,INE457A01014,2004-04-12,10.0,Financial Services,false,false,false,false,true,true,false
MAHAPEXLTD,MAHAPEXLTD.NS,Maha Rashtra Apex Corporation Limited,EQ,INE843B01013,1998-01-21,10.0,,false,false,false,false,false,false,false
MAHASTEEL,MAHASTEEL.NS,Mahamaya Steel Industries Limited,BE,INE451L01014,2016-07-01,10.0,,false,false,false,false,false,false,false
MAHEPC,MAHEPC.NS,Mahindra EPC Irrigation Limited,EQ,INE215D01010,2020-02-14,10.0,,false,false,false,false,false,false,false
MAHESHWARI,MAHESHWARI.NS,Maheshwari Logistics Limited,BE,INE263W01010,2019-04-15,10.0,,false,false,false,false,false,false,false
MAHLIFE,MAHLIFE.NS,Mahindra Lifespace Developers Limited,EQ,INE813A01018,2000-05-10,10.0,,false,false,false,false,false,false,false
MAHLOG,MAHLOG.NS,Mahindra Logistics Limited,EQ,INE766P01016,2017-11-10,10.0,,false,false,false,false,false,false,false
MAHSCOOTER,MAHSCOOTER.NS,Maharashtra Scooters Limited,EQ,INE288A01013,1995-02-08,10.0,,false,false,false,false,false,false,false
MAHSEAMLES,MAHSEAMLES.NS,Maharashtra Seamless Limited,EQ,INE271B01025,2004-08-25,5.0,,false,false,false,false,false,false,false
MAITHANALL,MAITHANALL.NS,Maithan Alloys Limited,EQ,INE683C01011,2011-07-05,10.0,,false,false,false,false,false,false,false
MAJESAUT,MAJESAUT.NS,Majestic Auto Limited,BE,INE201B01022,2026-04-20,10.0,,false,false,false,false,false,false,false
MAKERSL,MAKERSL.NS,Makers Laboratories Limited,EQ,INE987A01010,2026-08-17,10.0,,false,false,false,false,false,false,false
MALLCOM,MALLCOM.NS,Mallcom (India) Limited,EQ,INE389C01015,2022-02-02,10.0,,false,false,false,false,false,false,false
MALUPAPER,MALUPAPER.NS,Malu Paper Mills Limited,EQ,INE383H01017,2006-04-05,10.0,,false,false,false,false,false,false,false
MAMATA,MAMATA.NS,Mamata Machinery Limited,EQ,INE0TO701015,2024-12-27,10.0,,false,false,false,false,false,false,false
MANAKALUCO,MANAKALUCO.NS,Manaksia Aluminium Company Limited,EQ,INE859Q01017,2015-03-30,1.0,,false,false,false,false,false,false,false
MANAKCOAT,MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited,EQ,INE830Q01018,2015-03-30,1.0,,false,false,false,false,false,false,false
MANAKSIA,MANAKSIA.NS,Manaksia Limited,EQ,INE015D01022,2008-01-08,2.0,,false,false,false,false,false,false,false
MANAKSTEEL,MANAKSTEEL.NS,Manaksia Steels Limited,EQ,INE824Q01011,2015-03-30,1.0,,false,false,false,false,false,false,false
MANALIPETC,MANALIPETC.NS,Manali Petrochemicals Limited,EQ,INE201A01024,2006-12-06,5.0,,false,false,false,false,false,false,false
MANAPPURAM,MANAPPURAM.NS,Manappuram Finance Limited,EQ,INE522D01027,2014-12-01,2.0,Financial Services,false,false,false,false,true,false,true
MANBA,MANBA.NS,Manba Finance Limited,EQ,INE939X01013,2024-09-30,10.0,,false,false,false,false,false,false,false
MANBRO,MANBRO.NS,Manbro Industries Limited,EQ,INE348N01042,2026-08-17,1.0,,false,false,false,false,false,false,false
MANCREDIT,MANCREDIT.NS,Mangal Credit and Fincorp Limited,EQ,INE545L01039,2024-08-16,10.0,,false,false,false,false,false,false,false
MANGALAM,MANGALAM.NS,Mangalam Drugs And Organics Limited,EQ,INE584F01014,2005-05-23,10.0,,false,false,false,false,false,false,false
MANGLMCEM,MANGLMCEM.NS,Mangalam Cement Limited,EQ,INE347A01017,1996-01-03,10.0,,false,false,false,false,false,false,false
MANINDS,MANINDS.NS,Man Industries (India) Limited,EQ,INE993A01026,2005-06-24,5.0,,false,false,false,false,false,false,false
MANINFRA,MANINFRA.NS,Man Infraconstruction Limited,EQ,INE949H01023,2010-03-11,2.0,,false,false,false,false,false,false,false
MANIPALHOS,MANIPALHOS.NS,Manipal Health Enterprises Limited,EQ,INE459N01021,2026-08-05,2.0,,false,false,false,false,false,false,false
MANKIND,MANKIND.NS,Mankind Pharma Limited,EQ,INE634S01028,2023-05-09,1.0,Healthcare,false,false,false,true,true,true,false
MANOMAY,MANOMAY.NS,Manomay Tex India Limited,EQ,INE784W01015,2023-01-18,10.0,,false,false,false,false,false,false,false
MANORAMA,MANORAMA.NS,Manorama Industries Limited,EQ,INE00VM01036,2022-07-01,2.0,,false,false,false,false,false,false,false
MANORG,MANORG.NS,Mangalam Organics Limited,EQ,INE370D01013,2021-11-02,10.0,,false,false,false,false,false,false,false
MANUGRAPH,MANUGRAPH.NS,Manugraph India Limited,BE,INE867A01022,2006-09-14,2.0,,false,false,false,false,false,false,false
MANYAVAR,MANYAVAR.NS,Vedant Fashions Limited,EQ,INE825V01034,2022-02-16,1.0,,false,false,false,false,false,false,false
MAPMYINDIA,MAPMYINDIA.NS,C.E. Info Systems Limited,EQ,INE0BV301023,2021-12-21,2.0,Information Technology,false,false,false,false,true,false,true
MARALOVER,MARALOVER.NS,Maral Overseas Limited,EQ,INE882A01013,1995-02-08,10.0,,false,false,false,false,false,false,false
MARATHON,MARATHON.NS,Marathon Nextgen Realty Limited,EQ,INE182D01020,2016-09-29,5.0,,false,false,false,false,false,false,false
MARICO,MARICO.NS,Marico Limited,EQ,INE196A01026,1996-05-01,1.0,Fast Moving Consumer Goods,false,false,false,true,true,true,false
MARINE,MARINE.NS,Marine Electricals (India) Limited,EQ,INE01JE01028,2020-12-02,2.0,,false,false,false,false,false,false,false
MARKOLINES,MARKOLINES.NS,Markolines Pavement Technologies Limited,EQ,INE0FW001016,2025-10-14,10.0,,false,false,false,false,false,false,false
MARKSANS,MARKSANS.NS,Marksans Pharma Limited,EQ,INE750C01026,2002-01-21,1.0,,false,false,false,false,false,false,false
MARSONS,MARSONS.NS,Marsons Limited,EQ,INE415B01044,2026-03-13,1.0,,false,false,false,false,false,false,false
MARUTI,MARUTI.NS,Maruti Suzuki India Limited,EQ,INE585B01010,2003-07-09,5.0,Automobile and Auto Components,true,false,true,true,true,false,false
MASFIN,MASFIN.NS,MAS Financial Services Limited,EQ,INE348L01012,2017-10-18,10.0,,false,false,false,false,false,false,false
MASKINVEST,MASKINVEST.NS,Mask Investments Limited,EQ,INE885F01015,2016-10-14,10.0,,false,false,false,false,false,false,false
MASTEK,MASTEK.NS,Mastek Limited,EQ,INE759A01021,1995-05-10,5.0,,false,false,false,false,false,false,false
MASTERTR,MASTERTR.NS,Master Trust Limited,EQ,INE677D01037,2024-11-12,1.0,,false,false,false,false,false,false,false
MATRIMONY,MATRIMONY.NS,Matrimony.Com Limited,EQ,INE866R01028,2017-09-21,5.0,,false,false,false,false,false,false,false
MAWANASUG,MAWANASUG.NS,Mawana Sugars Limited,EQ,INE636A01039,2009-03-20,10.0,,false,false,false,false,false,false,false
MAXESTATES,MAXESTATES.NS,Max Estates Limited,EQ,INE03EI01018,2023-10-30,10.0,,false,false,false,false,false,false,false
MAXHEALTH,MAXHEALTH.NS,Max Healthcare Institute Limited,EQ,INE027H01010,2020-08-21,10.0,Healthcare,true,false,true,true,true,false,false
MAXIND,MAXIND.NS,Max India Limited,EQ,INE0CG601016,2020-08-28,10.0,,false,false,false,false,false,false,false
MAYURUNIQ,MAYURUNIQ.NS,Mayur Uniquoters Ltd,EQ,INE040D01038,2012-09-25,5.0,,false,false,false,false,false,false,false
MAZDA,MAZDA.NS,Mazda Limited,BE,INE885E01042,2016-11-01,2.0,,false,false,false,false,false,false,false
MAZDOCK,MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,EQ,INE249Z01020,2020-10-12,5.0,Capital Goods,false,true,true,true,true,false,false
MBAPL,MBAPL.NS,Madhya Bharat Agro Products Limited,EQ,INE900L01028,2019-08-22,2.0,,false,false,false,false,false,false,false
MBEL,MBEL.NS,M & B Engineering Limited,EQ,INE08N601015,2025-08-06,10.0,,false,false,false,false,false,false,false
MBLINFRA,MBLINFRA.NS,MBL Infrastructure Limited,EQ,INE912H01013,2010-01-11,10.0,,false,false,false,false,false,false,false
MCCHRLS-B,MCCHRLS-B.NS,Mac Charles India Limited,EQ,INE435D01014,2026-04-20,10.0,,false,false,false,false,false,false,false
MCL,MCL.NS,M TEK COPPER LIMITED,EQ,INE813V01022,2020-08-19,5.0,,false,false,false,false,false,false,false
MCLEODRUSS,MCLEODRUSS.NS,Mcleod Russel India Limited,EQ,INE942G01012,2005-07-29,5.0,,false,false,false,false,false,false,false
MCLOUD,MCLOUD.NS,Magellanic Cloud Limited,EQ,INE613C01026,2025-02-07,2.0,,false,false,false,false,false,false,false
MCX,MCX.NS,Multi Commodity Exchange of India Limited,EQ,INE745G01043,2012-03-09,2.0,Financial Services,false,false,false,true,true,true,false
MEDANTA,MEDANTA.NS,Global Health Limited,EQ,INE474Q01031,2022-11-16,2.0,Healthcare,false,false,false,false,true,true,false
MEDIASSIST,MEDIASSIST.NS,Medi Assist Healthcare Services Limited,EQ,INE456Z01021,2024-01-23,5.0,,false,false,false,false,false,false,false
MEDICAMEQ,MEDICAMEQ.NS,Medicamen Biotech Limited,EQ,INE646B01010,2021-10-27,10.0,,false,false,false,false,false,false,false
MEDICAPQ,MEDICAPQ.NS,Medi Caps Limited,EQ,INE442D01010,2026-08-17,10.0,,false,false,false,false,false,false,false
MEDICO,MEDICO.NS,Medico Remedies Limited,EQ,INE630Y01024,2022-05-26,2.0,,false,false,false,false,false,false,false
MEDPLUS,MEDPLUS.NS,Medplus Health Services Limited,EQ,INE804L01022,2021-12-23,2.0,,false,false,false,false,false,false,false
MEESHO,MEESHO.NS,Meesho Limited,EQ,INE0VDM01015,2025-12-10,1.0,Consumer Services,false,false,false,false,true,false,true
MEGASTAR,MEGASTAR.NS,Megastar Foods Limited,EQ,INE00EM01016,2022-02-16,10.0,,false,false,false,false,false,false,false
MEIL,MEIL.NS,Mangal Electrical Industries Limited,EQ,INE0PKD01011,2025-08-28,10.0,,false,false,false,false,false,false,false
MENNPIS,MENNPIS.NS,Menon Pistons Limited,EQ,INE650G01029,2026-04-20,1.0,,false,false,false,false,false,false,false
MENONBE,MENONBE.NS,Menon Bearings Limited,BE,INE071D01033,2015-03-09,1.0,,false,false,false,false,false,false,false
MEP,MEP.NS,MEP Infrastructure Developers Limited,BZ,INE776I01010,2015-05-06,10.0,,false,false,false,false,false,false,false
MERCANTILE,MERCANTILE.NS,Mercantile Ventures Limited,EQ,INE689O01013,2026-04-20,10.0,,false,false,false,false,false,false,false
MERCURYEV,MERCURYEV.NS,Mercury Ev-Tech Limited,EQ,INE763M01028,2026-06-02,1.0,,false,false,false,false,false,false,false
METROBRAND,METROBRAND.NS,Metro Brands Limited,EQ,INE317I01021,2021-12-22,5.0,,false,false,false,false,false,false,false
METROGLOBL,METROGLOBL.NS,Metroglobal Limited,EQ,INE085D01033,2026-04-20,10.0,,false,false,false,false,false,false,false
METROPOLIS,METROPOLIS.NS,Metropolis Healthcare Limited,EQ,INE112L01020,2019-04-15,2.0,,false,false,false,false,false,false,false
MFML,MFML.NS,Mahalaxmi Fabric Mills Limited,EQ,INE0US801024,2024-08-27,10.0,,false,false,false,false,false,false,false
MFSL,MFSL.NS,Max Financial Services Limited,EQ,INE180A01020,2000-05-17,2.0,Financial Services,false,false,false,true,true,true,false
MGEL,MGEL.NS,Mangalam Global Enterprise Limited,BE,INE0APB01032,2020-12-23,1.0,,false,false,false,false,false,false,false
MGL,MGL.NS,Mahanagar Gas Limited,EQ,INE002S01010,2016-07-01,10.0,Oil Gas & Consumable Fuels,false,false,false,false,true,false,true
MHLXMIRU,MHLXMIRU.NS,Mahalaxmi Rubtech Limited,BE,INE112D01035,2022-01-27,10.0,,false,false,false,false,false,false,false
MHRIL,MHRIL.NS,Mahindra Holidays & Resorts India Limited,EQ,INE998I01010,2009-07-16,10.0,,false,false,false,false,false,false,false
MICEL,MICEL.NS,MIC Electronics Limited,BE,INE287C01037,2021-12-17,2.0,,false,false,false,false,false,false,false
MIDHANI,MIDHANI.NS,Mishra Dhatu Nigam Limited,EQ,INE099Z01011,2018-04-04,10.0,,false,false,false,false,false,false,false
MIDWESTLTD,MIDWESTLTD.NS,Midwest Limited,EQ,INE0XAD01024,2025-10-24,5.0,,false,false,false,false,false,false,false
MIIL,MIIL.NS,Meghna Infracon Infrastructure Limited,EQ,INE898Q01015,2026-08-17,10.0,,false,false,false,false,false,false,false
MILKYMIST,MILKYMIST.NS,Milky Mist Dairy Food Limited,EQ,INE00IT01020,2026-08-18,2.0,,false,false,false,false,false,false,false
MINALIND,MINALIND.NS,Minal Industries Limited,BE,INE097E01028,2026-08-17,2.0,,false,false,false,false,false,false,false
MINDACORP,MINDACORP.NS,Minda Corporation Limited,EQ,INE842C01021,2014-10-16,2.0,Automobile and Auto Components,false,false,false,false,true,false,true
MINDTECK,MINDTECK.NS,Mindteck (India) Limited,EQ,INE110B01017,2016-08-02,10.0,,false,false,false,false,false,false,false
MIRZAINT,MIRZAINT.NS,Mirza International Limited,EQ,INE771A01026,1999-04-28,2.0,,false,false,false,false,false,false,false
MITCON,MITCON.NS,MITCON Consultancy & Engineering Services Limited,BE,INE828O01033,2022-03-17,10.0,,false,false,false,false,false,false,false
MITTAL,MITTAL.NS,Mittal Life Style Limited,EQ,INE997Y01027,2020-04-29,1.0,,false,false,false,false,false,false,false
MKEXIM,MKEXIM.NS,M.K. Exim (India) Limited,EQ,INE227F01010,2026-08-17,10.0,,false,false,false,false,false,false,false
MKPL,MKPL.NS,M K Proteins Limited,EQ,INE964W01021,2023-06-13,1.0,,false,false,false,false,false,false,false
MLKFOOD,MLKFOOD.NS,Milkfood Limited,EQ,INE588G01021,2026-08-17,5.0,,false,false,false,false,false,false,false
MMFL,MMFL.NS,MM Forgings Limited,EQ,INE227C01017,2006-12-20,10.0,,false,false,false,false,false,false,false
MMP,MMP.NS,MMP Industries Limited,EQ,INE511Y01018,2020-01-09,10.0,,false,false,false,false,false,false,false
MMTC,MMTC.NS,MMTC Limited,EQ,INE123F01029,2012-04-09,1.0,Services,false,false,false,false,true,false,true
MMWL,MMWL.NS,Media Matrix Worldwide Limited,EQ,INE200D01020,2026-04-20,1.0,,false,false,false,false,false,false,false
MOBIKWIK,MOBIKWIK.NS,One Mobikwik Systems Limited,EQ,INE0HLU01028,2024-12-18,2.0,,false,false,false,false,false,false,false
MODINATUR,MODINATUR.NS,Modi Naturals Limited,BE,INE537F01012,2025-12-11,10.0,,false,false,false,false,false,false,false
MODIRUBBER,MODIRUBBER.NS,Modi Rubber Limited,EQ,INE832A01018,1996-02-07,10.0,,false,false,false,false,false,false,false
MODIS,MODIS.NS,Modis Navnirman Limited,EQ,INE0L0L01012,2025-11-14,10.0,,false,false,false,false,false,false,false
MODISONLTD,MODISONLTD.NS,MODISON LIMITED,BE,INE737D01021,2021-05-03,1.0,,false,false,false,false,false,false,false
MODTHREAD,MODTHREAD.NS,Modern Threads (India) Limited,EQ,INE794W01014,1995-11-22,10.0,,false,false,false,false,false,false,false
MOHITE,MOHITE.NS,Mohite Industries Limited,EQ,INE154B01023,2026-08-17,1.0,,false,false,false,false,false,false,false
MOHITIND,MOHITIND.NS,Mohit Industries Limited,EQ,INE954E01012,2013-03-14,10.0,,false,false,false,false,false,false,false
MOIL,MOIL.NS,MOIL Limited,EQ,INE490G01020,2010-12-15,10.0,,false,false,false,false,false,false,false
MOKSH,MOKSH.NS,Moksh Ornaments Limited,EQ,INE514Y01020,2021-05-21,2.0,,false,false,false,false,false,false,false
MOL,MOL.NS,Meghmani Organics Limited,EQ,INE0CT101020,2021-08-18,1.0,,false,false,false,false,false,false,false
MOLBIO,MOLBIO.NS,Molbio Diagnostics Limited,EQ,INE869T01028,2026-08-17,1.0,,false,false,false,false,false,false,false
MOLDTECH,MOLDTECH.NS,Mold-Tek Technologies Limited,BE,INE835B01035,2016-07-07,2.0,,false,false,false,false,false,false,false
MOLDTKPAC,MOLDTKPAC.NS,Mold-Tek Packaging Limited,EQ,INE893J01029,2015-02-23,5.0,,false,false,false,false,false,false,false
MONARCH,MONARCH.NS,Monarch Networth Capital Limited,EQ,INE903D01011,2022-01-06,10.0,,false,false,false,false,false,false,false
MONEYBOXX,MONEYBOXX.NS,Moneyboxx Finance Limited,EQ,INE296Q01012,2025-10-15,10.0,,false,false,false,false,false,false,false
MONTECARLO,MONTECARLO.NS,Monte Carlo Fashions Limited,EQ,INE950M01013,2014-12-19,10.0,,false,false,false,false,false,false,false
MOREPENLAB,MOREPENLAB.NS,Morepen Laboratories Limited,EQ,INE083A01026,1999-11-24,2.0,,false,false,false,false,false,false,false
MOSCHIP,MOSCHIP.NS,Moschip Technologies Limited,EQ,INE935B01025,2025-02-05,2.0,,false,false,false,false,false,false,false
MOTHERSON,MOTHERSON.NS,Samvardhana Motherson International Limited,EQ,INE775A01035,1996-08-14,1.0,Automobile and Auto Components,false,true,true,true,true,false,false
MOTILALOFS,MOTILALOFS.NS,Motilal Oswal Financial Services Limited,EQ,INE338I01027,2007-09-11,1.0,Financial Services,false,false,false,true,true,true,false
MOTISONS,MOTISONS.NS,Motisons Jewellers Limited,EQ,INE0FRK01020,2023-12-26,1.0,,false,false,false,false,false,false,false
MOTOGENFIN,MOTOGENFIN.NS,The Motor & General Finance Limited,BE,INE861B01023,1995-02-08,5.0,,false,false,false,false,false,false,false
MPDL,MPDL.NS,MPDL Limited,BE,INE493H01014,2026-08-17,10.0,,false,false,false,false,false,false,false
MPHASIS,MPHASIS.NS,MphasiS Limited,EQ,INE356A01018,2004-06-04,10.0,Information Technology,false,false,false,true,true,true,false
MPSLTD,MPSLTD.NS,MPS Limited,EQ,INE943D01017,2002-01-21,10.0,,false,false,false,false,false,false,false
MRF,MRF.NS,MRF Limited,EQ,INE883A01011,1996-09-18,10.0,Automobile and Auto Components,false,false,false,true,true,true,false
MRPL,MRPL.NS,Mangalore Refinery and Petrochemicals Limited,EQ,INE103A01014,2005-01-07,10.0,Oil Gas & Consumable Fuels,false,false,false,false,true,false,true
MSL,MSL.NS,Mangalam Seeds Limited,EQ,INE829S01016,2026-08-17,10.0,,false,false,false,false,false,false,false
MSPL,MSPL.NS,MSP Steel & Power Limited,EQ,INE752G01015,2005-07-18,10.0,,false,false,false,false,false,false,false
MSTCLTD,MSTCLTD.NS,Mstc Limited,EQ,INE255X01014,2019-03-29,10.0,,false,false,false,false,false,false,false
MSUMI,MSUMI.NS,Motherson Sumi Wiring India Limited,EQ,INE0FS801015,2022-03-28,1.0,Automobile and Auto Components,false,false,false,false,true,false,true
MTARTECH,MTARTECH.NS,Mtar Technologies Limited,BE,INE864I01014,2021-03-15,10.0,,false,false,false,false,false,false,false
MTEDUCARE,MTEDUCARE.NS,MT Educare Limited,BE,INE472M01018,2012-04-12,10.0,,false,false,false,false,false,false,false
MTNL,MTNL.NS,Mahanagar Telephone Nigam Limited,EQ,INE153A01019,1999-02-17,10.0,,false,false,false,false,false,false,false
MUFIN,MUFIN.NS,Mufin Green Finance Limited,EQ,INE08KJ01020,2023-11-06,1.0,,false,false,false,false,false,false,false
MUFTI,MUFTI.NS,Credo Brands Marketing Limited,EQ,INE220Q01020,2023-12-27,2.0,,false,false,false,false,false,false,false
MUKANDLTD,MUKANDLTD.NS,Mukand Limited,EQ,INE304A01026,2004-02-23,10.0,,false,false,false,false,false,false,false
MUKESHB,MUKESHB.NS,Mukesh Babu Financial Services Limited,EQ,INE596B01017,2026-08-17,10.0,,false,false,false,false,false,false,false
MUKKA,MUKKA.NS,Mukka Proteins Limited,EQ,INE0CG401037,2024-03-07,1.0,,false,false,false,false,false,false,false
MUKTAARTS,MUKTAARTS.NS,Mukta Arts Limited,BE,INE374B01019,2000-09-12,5.0,,false,false,false,false,false,false,false
MUNJALAU,MUNJALAU.NS,Munjal Auto Industries Limited,EQ,INE672B01032,2006-07-19,2.0,,false,false,false,false,false,false,false
MUNJALSHOW,MUNJALSHOW.NS,Munjal Showa Limited,EQ,INE577A01027,2003-05-12,2.0,,false,false,false,false,false,false,false
MURUDCERA,MURUDCERA.NS,Murudeshwar Ceramics Limited,EQ,INE692B01014,2004-05-28,10.0,,false,false,false,false,false,false,false
MUTHOOTCAP,MUTHOOTCAP.NS,Muthoot Capital Services Limited,EQ,INE296G01013,2015-08-24,10.0,,false,false,false,false,false,false,false
MUTHOOTFIN,MUTHOOTFIN.NS,Muthoot Finance Limited,EQ,INE414G01012,2011-05-06,10.0,Financial Services,false,true,true,true,true,false,false
MUTHOOTMF,MUTHOOTMF.NS,Muthoot Microfin Limited,EQ,INE046W01019,2023-12-26,10.0,,false,false,false,false,false,false,false
MVELECTRO,MVELECTRO.NS,MV Electrosystems Limited,EQ,INE0OWZ01020,2026-08-06,5.0,,false,false,false,false,false,false,false
MVGJL,MVGJL.NS,Manoj Vaibhav Gems N Jewellers Limited,EQ,INE0KNT01012,2023-10-03,10.0,,false,false,false,false,false,false,false
MWL,MWL.NS,Mangalam Worldwide Limited,EQ,INE0JYY01029,2025-09-18,1.0,,false,false,false,false,false,false,false
MYSORPETRO,MYSORPETRO.NS,Mysore Petro Chemicals Limited,BE,INE741A01011,2026-08-17,10.0,,false,false,false,false,false,false,false
NACLIND,NACLIND.NS,NACL Industries Limited,EQ,INE295D01020,2017-04-07,1.0,,false,false,false,false,false,false,false
NAGREEKCAP,NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Limited,EQ,INE245I01016,2007-09-18,5.0,,false,false,false,false,false,false,false
NAGREEKEXP,NAGREEKEXP.NS,Nagreeka Exports Limited,EQ,INE123B01028,2007-06-18,5.0,,false,false,false,false,false,false,false
NAHARCAP,NAHARCAP.NS,Nahar Capital and Financial Services Limited,EQ,INE049I01012,2008-03-11,5.0,,false,false,false,false,false,false,false
NAHARINDUS,NAHARINDUS.NS,Nahar Industrial Enterprises Limited,EQ,INE289A01011,2005-12-15,10.0,,false,false,false,false,false,false,false
NAHARPOLY,NAHARPOLY.NS,Nahar Poly Films Limited,EQ,INE308A01027,2007-03-23,5.0,,false,false,false,false,false,false,false
NAHARSPING,NAHARSPING.NS,Nahar Spinning Mills Limited,EQ,INE290A01027,2007-03-23,5.0,,false,false,false,false,false,false,false
NAM-INDIA,NAM-INDIA.NS,Nippon Life India Asset Management Limited,EQ,INE298J01013,2017-11-06,10.0,Financial Services,false,false,false,false,true,true,false
NARMADA,NARMADA.NS,Narmada Agrobase Limited,EQ,INE117Z01029,2022-10-27,5.0,,false,false,false,false,false,false,false
NATCAPSUQ,NATCAPSUQ.NS,Natural Capsules Limited,EQ,INE936B01015,2025-02-14,10.0,,false,false,false,false,false,false,false
NATCOPHARM,NATCOPHARM.NS,Natco Pharma Limited,EQ,INE987B01026,1995-12-27,2.0,Healthcare,false,false,false,false,true,false,true
NATHBIOGEN,NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,EQ,INE448G01010,2014-01-28,10.0,,false,false,false,false,false,false,false
NATIONALUM,NATIONALUM.NS,National Aluminium Company Limited,EQ,INE139A01034,1999-04-28,5.0,Metals & Mining,false,false,false,true,true,true,false
NATIONSTD,NATIONSTD.NS,National Standard (India) Limited,EQ,INE166R01015,2026-04-20,10.0,,false,false,false,false,false,false,false
NAUKRI,NAUKRI.NS,Info Edge (India) Limited,EQ,INE663F01032,2006-11-21,2.0,Consumer Services,false,false,false,true,true,true,false
NAVA,NAVA.NS,NAVA LIMITED,EQ,INE725A01030,1996-04-03,1.0,Power,false,false,false,false,true,false,true
NAVINFLUOR,NAVINFLUOR.NS,Navin Fluorine International Limited,EQ,INE048G01026,2007-06-01,2.0,Chemicals,false,false,false,false,true,false,true
NAVKARCORP,NAVKARCORP.NS,Navkar Corporation Limited,EQ,INE278M01019,2015-09-09,10.0,,false,false,false,false,false,false,false
NAVKARURB,NAVKARURB.NS,Navkar Urbanstructure Limited,BE,INE268H01044,2025-01-17,1.0,,false,false,false,false,false,false,false
NAVNETEDUL,NAVNETEDUL.NS,Navneet Education Limited,EQ,INE060A01024,1995-02-08,2.0,,false,false,false,false,false,false,false
NAZARA,NAZARA.NS,Nazara Technologies Limited,EQ,INE418L01047,2021-03-30,2.0,,false,false,false,false,false,false,false
NBCC,NBCC.NS,NBCC (India) Limited,EQ,INE095N01031,2012-04-12,1.0,Construction,false,false,false,false,true,false,true
NBIFIN,NBIFIN.NS,N. B. I. Industrial Finance Company Limited,EQ,INE365I01020,2016-11-23,5.0,,false,false,false,false,false,false,false
